,course_name_x,course_name_y,jaccard
122910,Advanced courses in immunology and microbiology,Landmark papers in Cancer,0.3
122912,Advanced courses in immunology and microbiology,Landmark papers in Global Health,0.3
122257,Advanced courses in immunology and microbiology,Drug discovery from bench to clinics,0.2857142857142857
124516,Advanced cryptography,Algorithms in public-key cryptology,0.2753623188405797
126797,Advanced cryptography,Student seminar: security protocols and applications,0.2553191489361702
125937,Advanced cryptography,Media security,0.12380952380952381
124449,Advanced cryptography,Advanced digital communications,0.08906882591093117
124733,Advanced cryptography,Biometrics,0.0625
128946,Advanced databases,Multimedia documents,0.15897435897435896
128026,Advanced databases,Distributed information systems,0.1517632241813602
128883,Advanced databases,Middleware,0.14814814814814814
128453,Advanced databases,Human computer interaction,0.13892709766162312
127332,Advanced databases,Advanced computer networks and distributed systems,0.13656387665198239
127957,Advanced databases,Cryptography and security,0.13459950454170108
129777,Advanced databases,TCP/IP networking,0.13219178082191782
128024,Advanced databases,Distributed algorithms,0.13018867924528302
128479,Advanced databases,IT security engineering,0.13004484304932734
129356,Advanced databases,Projet de génie logiciel II,0.12454212454212454
129355,Advanced databases,Projet de génie logiciel I,0.12408759124087591
132313,Advanced derivatives,Real options and financial structuring,0.8421052631578947
130877,Advanced derivatives,Derivatives,0.7806451612903226
131559,Advanced derivatives,Investments,0.7806451612903226
134733,Advanced design automation,Multiprocessor and multicore computer systems,0.16666666666666666
134804,Advanced design automation,Network Calculus,0.1111111111111111
135084,Advanced design automation,Probabilistic models : learning and computing with uncertainty,0.07142857142857142
136537,Advanced design of concrete structures,Conception des constructions en bois,0.40298507462686567
136054,Advanced design of concrete structures,Advanced steel design,0.33170731707317075
138346,Advanced design of concrete structures,Structural stability,0.29508196721311475
136337,Advanced design of concrete structures,Building energetics,0.26744186046511625
136716,Advanced design of concrete structures,Droit de la construction pour ingénieurs I,0.21875
138259,Advanced design of concrete structures,Slope stability,0.21395348837209302
139987,Advanced diffusional processes,Heterogenous reaction engineering,0.5238095238095238
139683,Advanced diffusional processes,Electrochemical engineering,0.24074074074074073
140882,Advanced diffusional processes,Process intensification and green chemistry,0.20689655172413793
142185,Advanced diffusional separation processes,Chemical engineering of heterogenous reaction,0.7222222222222222
143773,Advanced diffusional separation processes,Process development II,0.6956521739130435
143774,Advanced diffusional separation processes,Process development project,0.6595744680851063
146998,Advanced digital communications,Statistical signal processing and applications,0.32
146951,Advanced digital communications,Software-defined radio: a hands-on course,0.31275720164609055
146858,Advanced digital communications,Satellite communications  systems and networks,0.27419354838709675
145883,Advanced digital communications,Information theory and coding,0.22493224932249323
146997,Advanced digital communications,Statistical signal and data processing through applications,0.1857707509881423
146244,Advanced digital communications,Mobile networks,0.16501650165016502
144984,Advanced digital communications,Biometrics,0.1603960396039604
144721,Advanced digital communications,Advanced probability,0.13793103448275862
148052,Advanced digital design,Complex circuits,0.23170731707317074
149631,Advanced digital design,Périphériques,0.19444444444444445
149394,Advanced digital design,Parallélisation de programmes sur grappes de PC,0.14689265536723164
148050,Advanced digital design,Compilation,0.13636363636363635
148788,Advanced digital design,Ingénierie des bases de données,0.13
147822,Advanced digital design,Bases de données relationnelles,0.12903225806451613
150532,Advanced digital image processing and analysis,Advanced virtual reality systems and telepresence,0.09523809523809523
151873,Advanced digital image processing and analysis,Linear system theory (2009),0.06451612903225806
150516,Advanced digital image processing and analysis,"Advanced signal processing, wavelets and applications",0.05405405405405406
155492,Advanced discrete mathematics,Représentations des groupes finis,0.09302325581395349
154485,Advanced discrete mathematics,Homotopie et homologie,0.08411214953271028
153511,Advanced discrete mathematics,Anneaux et modules,0.07317073170731707
157097,Advanced energetics,Engines and fuel cells,0.33678756476683935
158998,Advanced energetics,Two-phase flows and heat transfer,0.30709876543209874
157824,Advanced energetics,Modelling and optimization of energy systems,0.3047034764826176
158375,Advanced energetics,Renewable energy,0.291015625
158996,Advanced energetics,Turbomachines thermiques,0.2633181126331811
157388,Advanced energetics,Hydraulic turbomachines,0.23882896764252695
157993,Advanced energetics,Numerical flow simulation,0.20798898071625344
158001,Advanced energetics,Numerical methods in heat transfer,0.20446096654275092
158205,Advanced energetics,Powerplants and heat pumps,0.18627450980392157
158780,Advanced energetics,Thermodynamique et énergétique II,0.17979002624671916
156620,Advanced energetics,Cavitation et phénomènes d'interface,0.1723076923076923
159171,Advanced energetics and engines,Advanced energy conversion technologies,0.23076923076923078
160895,Advanced energetics and engines,Numerical methods in thermal sciences,0.19047619047619047
162004,Advanced energetics and engines,Écoulements transitoires,0.1702127659574468
159643,Advanced energetics and engines,Computational fluid dynamics-compressible flows,0.15555555555555556
162063,Advanced energy conversion technologies,Advanced energetics and engines,0.23076923076923078
163788,Advanced energy conversion technologies,Numerical methods in thermal sciences,0.1875
164897,Advanced energy conversion technologies,Écoulements transitoires,0.13953488372093023
163817,Advanced energy conversion technologies,Optimisation pour ingénieurs I,0.11290322580645161
166238,Advanced heat transfer,Introduction to nuclear engineering,0.22727272727272727
167055,Advanced heat transfer,Renewable energy (for ME),0.21739130434782608
167451,Advanced heat transfer,Thermal power cycles and heat pump systems,0.18543046357615894
165004,Advanced heat transfer,Aerodynamics,0.16417910447761194
164955,Advanced heat transfer,Advanced energetics,0.1431980906921241
166503,Advanced heat transfer,Modelling and optimization of energy systems,0.13742690058479531
168496,Advanced logic synthesis and quantum computing,Design technologies for integrated systems,0.012698412698412698
167859,Advanced logic synthesis and quantum computing,Advanced multiprocessor architecture,0.009900990099009901
167866,Advanced logic synthesis and quantum computing,Advanced probability and applications,0.008928571428571428
171611,Advanced machine learning,Evolutionary robotics,0.18633540372670807
172148,Advanced machine learning,Machine learning programming,0.185
172868,Advanced machine learning,Robotics practicals,0.14826498422712933
171224,Advanced machine learning,Computational motor control,0.09950248756218906
172716,Advanced machine learning,Products design & systems engineering,0.09090909090909091
172713,Advanced machine learning,Product design: managing projects and innovations,0.08695652173913043
172712,Advanced machine learning,Product design in a team,0.08571428571428572
173125,Advanced machine learning,Systems engineering,0.0851063829787234
176427,Advanced materials for photovoltaics and lighting,Understanding advanced molecular simulation,0.21212121212121213
173807,Advanced materials for photovoltaics and lighting,Artificial photosynthesis,0.20754716981132076
175456,Advanced materials for photovoltaics and lighting,Photochemistry II,0.19480519480519481
176700,Advanced materials for photovoltaics and lighting applications,Artificial photosynthesis,0.12195121951219512
178082,Advanced materials for photovoltaics and lighting applications,Modern chemical dynamics,0.1111111111111111
178348,Advanced materials for photovoltaics and lighting applications,Photochemistry I,0.06578947368421052
180355,Advanced metallurgy,Fracture of materials,0.5967078189300411
180376,Advanced metallurgy,Fundamentals of solid-state materials,0.5882352941176471
181662,Advanced metallurgy,Soft matter,0.5598455598455598
180186,Advanced metallurgy,Electrochemistry for materials technology,0.3857677902621723
184505,Advanced methods in computational solid mechanics,Selected topics in mechanics of solids and structures,0.15555555555555556
184301,Advanced methods in computational solid mechanics,Programming concepts in scientific computing,0.10614525139664804
182296,Advanced methods in computational solid mechanics,Advanced composites in engineering structures,0.09850746268656717
183527,Advanced methods in computational solid mechanics,Interaction sol-structure,0.08123249299719888
184646,Advanced methods in computational solid mechanics,"Structures en béton, chapitres choisis",0.07334525939177101
182858,Advanced methods in computational solid mechanics,Construction en bois,0.07168458781362007
184233,Advanced methods in computational solid mechanics,Ponts en béton,0.06972789115646258
184495,Advanced methods in computational solid mechanics,Seismic engineering,0.06862745098039216
182408,Advanced methods in computational solid mechanics,Analyse de risques,0.06842105263157895
187486,Advanced microwaves for wireless communications,Statistical Sequence Processing,0.05555555555555555
188035,Advanced microwaves for wireless communications,Wireless receivers: algorithms and architectures,0.004366812227074236
190037,Advanced multiprocessor architecture,Principles of computer systems,0.12307692307692308
188083,Advanced multiprocessor architecture,Advanced computer architecture,0.1022964509394572
190174,Advanced multiprocessor architecture,Real-time embedded systems,0.096875
188747,Advanced multiprocessor architecture,Design technologies for integrated systems,0.082010582010582
188904,Advanced multiprocessor architecture,Embedded systems,0.08074534161490683
189615,Advanced multiprocessor architecture,Microelectronics for systems on chips,0.07079646017699115
188081,Advanced multiprocessor architecture,Advanced compiler construction,0.0532994923857868
188822,Advanced multiprocessor architecture,EDA TP,0.05102040816326531
188065,Advanced multiprocessor architecture,Advanced VLSI design,0.046242774566473986
190110,Advanced multiprocessor architecture,Projet de systems-on-chip,0.044444444444444446
188630,Advanced multiprocessor architecture,Concurrent algorithms,0.03872053872053872
